"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"27.04.2021","1,903.55","1,917.48","1,918.22","1,903.55","1.16B","-0.76%"
"26.04.2021","1,918.15","1,922.47","1,923.89","1,907.45","974.77M","0.17%"
"23.04.2021","1,914.98","1,911.41","1,916.51","1,904.64","955.01M","-0.39%"
"22.04.2021","1,922.50","1,911.91","1,923.18","1,905.67","1.08B","1.82%"
"21.04.2021","1,888.18","1,897.91","1,899.91","1,879.68","1.26B","-1.98%"
"20.04.2021","1,926.25","1,940.92","1,940.92","1,922.53","1.09B","-1.55%"
"19.04.2021","1,956.56","1,960.81","1,965.49","1,953.98","918.23M","-0.22%"
"16.04.2021","1,960.87","1,963.74","1,964.69","1,952.67","909.15M","0.09%"
"15.04.2021","1,959.13","1,955.28","1,969.29","1,954.79","941.38M","0.36%"
"14.04.2021","1,952.18","1,953.92","1,955.52","1,946.17","1.04B","-0.33%"
"13.04.2021","1,958.55","1,957.91","1,971.78","1,955.89","1.02B","0.20%"
"12.04.2021","1,954.59","1,967.30","1,968.62","1,954.59","954.29M","-0.25%"
"09.04.2021","1,959.47","1,958.99","1,978.68","1,957.81","1.12B","0.39%"
"08.04.2021","1,951.86","1,962.93","1,962.93","1,946.33","1.13B","-0.79%"
"07.04.2021","1,967.43","1,961.03","1,970.36","1,950.48","1.08B","0.67%"
"06.04.2021","1,954.34","1,989.09","1,989.09","1,951.64","1.14B","-1.47%"
"05.04.2021","1,983.54","1,979.55","1,986.49","1,973.69","972.36M","0.60%"
"02.04.2021","1,971.62","1,975.01","1,980.02","1,964.20","1.00B","0.71%"
"01.04.2021","1,957.64","1,971.78","1,974.20","1,953.83","1.25B","0.19%"
"31.03.2021","1,954.00","1,966.63","1,976.82","1,954.00","1.33B","-1.21%"
"30.03.2021","1,977.86","1,980.42","1,982.95","1,967.13","1.34B","-0.78%"
"29.03.2021","1,993.34","2,004.11","2,005.75","1,975.09","1.83B","0.46%"
"26.03.2021","1,984.16","1,976.54","1,986.56","1,972.88","1.28B","1.46%"
"25.03.2021","1,955.55","1,940.76","1,962.05","1,939.73","1.24B","1.40%"
"24.03.2021","1,928.58","1,954.90","1,962.16","1,924.98","1.59B","-2.18%"
"23.03.2021","1,971.48","2,000.26","2,002.74","1,971.48","1.37B","-0.94%"
"22.03.2021","1,990.18","1,996.66","2,000.01","1,980.71","1.38B","-1.09%"
"19.03.2021","2,012.21","1,994.79","2,013.71","1,994.43","2.10B","0.18%"
"18.03.2021","2,008.51","1,995.48","2,011.58","1,992.54","1.60B","1.23%"
"17.03.2021","1,984.03","1,972.43","1,984.03","1,971.36","1.25B","0.13%"
"16.03.2021","1,981.50","1,967.62","1,981.50","1,967.52","1.42B","0.65%"
"15.03.2021","1,968.73","1,958.68","1,968.73","1,953.66","1.54B","0.91%"
"12.03.2021","1,951.06","1,929.33","1,951.06","1,922.54","1.58B","1.36%"
"11.03.2021","1,924.92","1,921.06","1,927.40","1,916.24","1.38B","0.27%"
"10.03.2021","1,919.74","1,918.16","1,922.87","1,912.97","1.39B","0.11%"
"09.03.2021","1,917.68","1,902.89","1,918.25","1,893.71","1.62B","1.27%"
"08.03.2021","1,893.58","1,916.33","1,919.62","1,885.49","1.51B","-0.14%"
"05.03.2021","1,896.18","1,876.85","1,896.18","1,859.88","1.43B","0.61%"
"04.03.2021","1,884.74","1,889.50","1,894.02","1,865.47","1.29B","-1.04%"
"03.03.2021","1,904.54","1,899.55","1,905.41","1,890.86","1.21B","0.51%"
"02.03.2021","1,894.85","1,915.17","1,915.17","1,883.31","1.29B","-0.40%"
"01.03.2021","1,902.48","1,888.61","1,903.97","1,887.28","1.25B","2.04%"
"26.02.2021","1,864.49","1,903.84","1,903.84","1,864.49","1.69B","-3.21%"
"25.02.2021","1,926.23","1,927.11","1,931.27","1,922.45","1.46B","1.22%"
"24.02.2021","1,903.07","1,934.48","1,934.51","1,903.07","1.57B","-1.82%"
"22.02.2021","1,938.35","1,947.35","1,952.86","1,936.23","1.25B","0.49%"
"19.02.2021","1,928.95","1,927.45","1,934.98","1,921.88","1.22B","-0.67%"
"18.02.2021","1,941.91","1,962.03","1,967.26","1,937.63","1.58B","-1.00%"
"17.02.2021","1,961.49","1,963.54","1,967.74","1,954.68","1.37B","-0.18%"
"16.02.2021","1,965.08","1,959.80","1,974.99","1,955.76","1.41B","0.57%"
"15.02.2021","1,953.94","1,945.77","1,956.60","1,942.54","1.28B","1.04%"
"12.02.2021","1,933.88","1,936.64","1,937.74","1,927.62","1.34B","0.16%"
"10.02.2021","1,930.82","1,921.26","1,934.75","1,919.14","1.32B","0.27%"
"09.02.2021","1,925.54","1,926.54","1,931.29","1,915.95","1.47B","0.08%"
"08.02.2021","1,923.95","1,898.37","1,924.42","1,898.32","1.59B","1.75%"
"05.02.2021","1,890.95","1,880.70","1,892.05","1,876.26","1.54B","1.38%"
"04.02.2021","1,865.12","1,870.12","1,877.34","1,861.64","1.34B","-0.32%"
"03.02.2021","1,871.09","1,858.50","1,871.09","1,857.41","1.37B","1.30%"
"02.02.2021","1,847.02","1,837.69","1,847.98","1,831.06","1.17B","0.94%"
"01.02.2021","1,829.84","1,806.63","1,832.68","1,806.63","1.15B","1.16%"
"29.01.2021","1,808.78","1,844.92","1,846.07","1,808.26","1.58B","-1.64%"
"28.01.2021","1,838.85","1,829.27","1,846.34","1,820.79","2.14B","-1.14%"
"27.01.2021","1,860.07","1,856.93","1,862.05","1,851.33","1.16B","0.65%"
"26.01.2021","1,848.00","1,853.64","1,858.44","1,847.85","1.07B","-0.75%"
"25.01.2021","1,862.00","1,862.88","1,863.22","1,854.02","1.02B","0.29%"
"22.01.2021","1,856.64","1,848.79","1,859.38","1,848.40","1.22B","-0.21%"
"21.01.2021","1,860.64","1,858.10","1,869.81","1,856.14","1.14B","0.60%"
"20.01.2021","1,849.58","1,860.67","1,860.95","1,840.50","1.15B","-0.34%"
"19.01.2021","1,855.84","1,850.45","1,860.69","1,848.15","1.01B","0.56%"
"18.01.2021","1,845.49","1,844.09","1,851.97","1,839.68","908.54M","-0.60%"
"15.01.2021","1,856.61","1,875.31","1,876.58","1,855.01","1.25B","-0.89%"
"14.01.2021","1,873.28","1,860.32","1,885.93","1,859.28","1.41B","0.48%"
"13.01.2021","1,864.40","1,852.93","1,867.23","1,852.15","1.24B","0.35%"
"12.01.2021","1,857.94","1,847.98","1,860.78","1,841.91","1.34B","0.16%"
"08.01.2021","1,854.94","1,832.68","1,854.94","1,829.05","1.39B","1.57%"
"07.01.2021","1,826.30","1,816.26","1,837.50","1,816.26","1.51B","1.68%"
"06.01.2021","1,796.18","1,790.86","1,802.98","1,789.68","1.18B","0.28%"
"05.01.2021","1,791.22","1,788.63","1,797.12","1,784.80","989.53M","-0.19%"
"04.01.2021","1,794.59","1,810.45","1,811.68","1,776.60","956.48M","-0.56%"
"30.12.2020","1,804.68","1,812.31","1,816.14","1,801.17","878.19M","-0.80%"
"29.12.2020","1,819.18","1,793.83","1,819.46","1,792.83","1.02B","1.74%"
"28.12.2020","1,788.04","1,781.99","1,788.04","1,779.36","1.01B","0.54%"
"25.12.2020","1,778.41","1,777.26","1,780.10","1,775.16","694.80M","0.23%"
"24.12.2020","1,774.27","1,774.23","1,783.21","1,770.81","878.40M","0.51%"
"23.12.2020","1,765.21","1,769.15","1,769.38","1,757.52","991.01M","0.23%"
"22.12.2020","1,761.12","1,774.43","1,777.32","1,755.30","1.07B","-1.56%"
"21.12.2020","1,789.05","1,798.16","1,804.22","1,779.10","1.04B","-0.23%"
"18.12.2020","1,793.24","1,791.09","1,796.84","1,787.19","1.30B","0.04%"
"17.12.2020","1,792.58","1,786.81","1,794.21","1,781.03","1.14B","0.32%"
"16.12.2020","1,786.83","1,792.92","1,796.82","1,784.70","1.11B","0.27%"
"15.12.2020","1,782.05","1,787.82","1,790.57","1,778.65","1.12B","-0.47%"
"14.12.2020","1,790.52","1,785.07","1,804.84","1,784.99","1.15B","0.48%"
"11.12.2020","1,782.01","1,779.01","1,784.81","1,771.42","1.28B","0.33%"
"10.12.2020","1,776.21","1,775.45","1,780.63","1,771.87","1.18B","-0.18%"
"09.12.2020","1,779.42","1,759.78","1,779.76","1,759.78","1.10B","1.17%"
"08.12.2020","1,758.81","1,752.11","1,762.48","1,751.63","1.03B","-0.11%"
"07.12.2020","1,760.75","1,785.83","1,785.83","1,759.16","1.17B","-0.86%"
"04.12.2020","1,775.94","1,770.70","1,778.02","1,768.73","1.15B","0.04%"
"03.12.2020","1,775.25","1,776.08","1,783.16","1,768.86","1.23B","0.07%"
"02.12.2020","1,773.97","1,778.68","1,779.73","1,769.43","1.43B","0.32%"
"01.12.2020","1,768.38","1,765.55","1,772.41","1,760.83","1.33B","0.77%"
"30.11.2020","1,754.92","1,789.92","1,790.30","1,753.92","2.49B","-1.77%"
"27.11.2020","1,786.52","1,780.62","1,792.97","1,775.83","1.53B","0.47%"
"26.11.2020","1,778.25","1,760.86","1,779.81","1,759.56","1.16B","0.60%"
"25.11.2020","1,767.67","1,781.12","1,790.17","1,765.10","1.55B","0.30%"
"24.11.2020","1,762.40","1,754.39","1,769.63","1,754.20","1.40B","2.03%"
"20.11.2020","1,727.39","1,721.39","1,727.39","1,717.16","1.09B","0.06%"
"19.11.2020","1,726.41","1,716.21","1,726.41","1,710.47","1.37B","0.33%"
"18.11.2020","1,720.65","1,726.93","1,727.74","1,715.49","1.19B","-0.81%"
"17.11.2020","1,734.66","1,740.36","1,740.62","1,724.35","1.37B","0.16%"
"16.11.2020","1,731.81","1,717.44","1,735.73","1,716.64","1.41B","1.68%"
"13.11.2020","1,703.22","1,714.72","1,717.44","1,692.99","1.33B","-1.33%"
"12.11.2020","1,726.23","1,727.80","1,735.32","1,714.58","1.35B","-0.16%"
"11.11.2020","1,729.07","1,719.81","1,729.35","1,715.98","1.68B","1.66%"
"10.11.2020","1,700.80","1,697.39","1,716.94","1,694.31","2.07B","1.12%"
"09.11.2020","1,681.90","1,671.99","1,686.51","1,670.26","1.23B","1.41%"
"06.11.2020","1,658.49","1,650.46","1,663.07","1,646.20","1.23B","0.52%"
"05.11.2020","1,649.94","1,629.94","1,651.79","1,628.58","1.34B","1.39%"
"04.11.2020","1,627.25","1,627.64","1,635.64","1,618.55","1.30B","1.20%"
"02.11.2020","1,607.95","1,592.16","1,616.18","1,591.49","1.19B","1.81%"
"30.10.2020","1,579.33","1,604.58","1,604.58","1,577.45","1.31B","-1.96%"
"29.10.2020","1,610.93","1,595.01","1,614.81","1,594.92","1.01B","-0.10%"
"28.10.2020","1,612.55","1,606.34","1,614.60","1,602.36","1.18B","-0.31%"
"27.10.2020","1,617.53","1,608.77","1,617.53","1,596.76","945.34M","-0.09%"
"26.10.2020","1,618.98","1,623.13","1,628.81","1,616.46","808.39M","-0.39%"
"23.10.2020","1,625.32","1,625.65","1,628.47","1,614.97","967.67M","0.34%"
"22.10.2020","1,619.79","1,627.92","1,628.27","1,617.26","863.17M","-1.09%"
"21.10.2020","1,637.60","1,633.03","1,645.34","1,632.66","943.31M","0.73%"
"20.10.2020","1,625.74","1,631.40","1,636.68","1,623.28","923.69M","-0.75%"
"19.10.2020","1,637.98","1,626.79","1,641.35","1,626.79","862.59M","1.25%"
"16.10.2020","1,617.69","1,627.64","1,628.01","1,615.60","917.58M","-0.86%"
"15.10.2020","1,631.79","1,639.61","1,641.79","1,628.96","888.31M","-0.74%"
"14.10.2020","1,643.90","1,641.65","1,645.45","1,637.83","967.37M","-0.32%"
"13.10.2020","1,649.10","1,650.51","1,651.10","1,640.48","870.81M","0.35%"
"12.10.2020","1,643.35","1,645.03","1,646.62","1,637.50","850.07M","-0.24%"
"09.10.2020","1,647.38","1,656.90","1,657.39","1,643.12","1.01B","-0.49%"
"08.10.2020","1,655.47","1,651.16","1,660.49","1,645.87","1.03B","0.55%"
"07.10.2020","1,646.47","1,635.31","1,648.15","1,634.31","932.03M","0.04%"
"06.10.2020","1,645.75","1,644.72","1,647.32","1,637.44","989.71M","0.52%"
"05.10.2020","1,637.25","1,626.85","1,642.48","1,626.78","1.05B","1.74%"
"02.10.2020","1,609.22","1,633.02","1,638.80","1,603.32","1.48B","-1.00%"
"01.10.2020","1,625.49","1,625.49","1,625.49","1,625.49","","0.00%"
"30.09.2020","1,625.49","1,650.32","1,654.18","1,625.49","1.44B","-1.97%"
"29.09.2020","1,658.10","1,650.71","1,665.90","1,645.48","1.14B","-0.23%"
"28.09.2020","1,661.93","1,646.28","1,661.93","1,641.15","1.46B","1.69%"
"25.09.2020","1,634.23","1,634.72","1,636.77","1,629.34","1.27B","0.48%"
"24.09.2020","1,626.44","1,634.61","1,636.48","1,624.50","1.25B","-1.08%"
"23.09.2020","1,644.25","1,638.82","1,646.62","1,632.80","1.52B","-0.13%"
"18.09.2020","1,646.42","1,638.89","1,647.78","1,638.60","1.50B","0.49%"
"17.09.2020","1,638.40","1,642.48","1,645.36","1,634.21","1.11B","-0.36%"
"16.09.2020","1,644.35","1,639.02","1,647.68","1,637.56","1.17B","0.21%"
"15.09.2020","1,640.84","1,643.68","1,644.50","1,635.12","1.17B","-0.62%"
"14.09.2020","1,651.10","1,641.13","1,652.20","1,640.53","1.18B","0.88%"
"11.09.2020","1,636.64","1,619.89","1,636.64","1,619.43","1.30B","0.72%"
"10.09.2020","1,624.86","1,615.05","1,625.30","1,614.48","1.15B","1.21%"
"09.09.2020","1,605.40","1,598.12","1,607.66","1,593.89","1.36B","-0.96%"
"08.09.2020","1,620.89","1,614.41","1,620.89","1,609.28","1.07B","0.69%"
"07.09.2020","1,609.74","1,613.18","1,619.10","1,607.43","1.06B","-0.42%"
"04.09.2020","1,616.60","1,611.33","1,619.66","1,610.39","1.07B","-0.90%"
"03.09.2020","1,631.24","1,639.40","1,639.59","1,628.43","1.02B","0.48%"
"02.09.2020","1,623.40","1,622.62","1,623.46","1,616.72","976.48M","0.47%"
"01.09.2020","1,615.81","1,613.64","1,618.54","1,606.84","1.03B","-0.15%"
"31.08.2020","1,618.18","1,621.93","1,635.64","1,617.66","1.34B","0.83%"
"28.08.2020","1,604.87","1,621.39","1,636.57","1,590.83","1.67B","-0.68%"
"27.08.2020","1,615.89","1,623.80","1,624.77","1,614.13","923.62M","-0.53%"
"26.08.2020","1,624.48","1,619.38","1,624.48","1,616.73","859.98M","-0.05%"
"25.08.2020","1,625.23","1,625.41","1,633.91","1,624.11","1.21B","1.13%"
"24.08.2020","1,607.13","1,604.16","1,608.13","1,600.03","776.14M","0.19%"
"21.08.2020","1,604.06","1,608.91","1,615.99","1,602.43","910.28M","0.30%"
"20.08.2020","1,599.20","1,605.76","1,612.56","1,598.35","945.67M","-0.90%"
"19.08.2020","1,613.73","1,604.98","1,616.15","1,603.01","915.33M","0.18%"
"18.08.2020","1,610.85","1,607.87","1,612.89","1,599.80","974.25M","0.06%"
"17.08.2020","1,609.82","1,618.57","1,624.41","1,609.82","819.22M","-0.84%"
"14.08.2020","1,623.38","1,624.61","1,627.86","1,619.16","1.06B","-0.05%"
"13.08.2020","1,624.15","1,619.96","1,628.67","1,614.28","1.41B","1.16%"
"12.08.2020","1,605.53","1,588.80","1,607.92","1,586.21","1.49B","1.23%"
"11.08.2020","1,585.96","1,561.16","1,586.02","1,560.17","1.63B","2.54%"
"07.08.2020","1,546.74","1,549.96","1,553.41","1,540.23","1.19B","-0.20%"
"06.08.2020","1,549.88","1,552.88","1,559.44","1,545.56","1.08B","-0.31%"
"05.08.2020","1,554.71","1,548.57","1,555.75","1,540.17","1.20B","-0.04%"
"04.08.2020","1,555.26","1,537.84","1,555.62","1,537.78","1.40B","2.14%"
"03.08.2020","1,522.64","1,510.23","1,523.04","1,508.13","1.32B","1.78%"
"31.07.2020","1,496.06","1,531.82","1,533.45","1,496.06","1.68B","-2.82%"
"30.07.2020","1,539.47","1,554.13","1,554.55","1,538.77","1.30B","-0.62%"
"29.07.2020","1,549.04","1,560.67","1,562.04","1,548.33","1.19B","-1.28%"
"28.07.2020","1,569.12","1,575.74","1,583.76","1,566.93","1.09B","-0.48%"
"27.07.2020","1,576.69","1,556.81","1,576.69","1,552.22","1.16B","0.24%"
"22.07.2020","1,572.96","1,578.10","1,582.77","1,572.96","1.09B","-0.62%"
"21.07.2020","1,582.74","1,579.83","1,584.51","1,577.48","1.15B","0.36%"
"20.07.2020","1,577.03","1,577.61","1,578.47","1,566.16","918.93M","0.20%"
"17.07.2020","1,573.85","1,581.00","1,583.20","1,570.38","999.71M","-0.33%"
"16.07.2020","1,579.06","1,588.60","1,590.18","1,577.09","1.48B","-0.66%"
"15.07.2020","1,589.51","1,579.10","1,590.62","1,578.15","1.25B","1.56%"
"14.07.2020","1,565.15","1,564.43","1,569.79","1,559.70","1.10B","-0.50%"
"13.07.2020","1,573.02","1,557.17","1,573.02","1,554.26","1.22B","2.46%"
"10.07.2020","1,535.20","1,553.52","1,554.49","1,535.20","1.34B","-1.42%"
"09.07.2020","1,557.24","1,555.85","1,568.35","1,550.53","1.18B","0.00%"
"08.07.2020","1,557.23","1,565.26","1,579.84","1,557.23","1.16B","-0.92%"
"07.07.2020","1,571.71","1,574.20","1,578.34","1,565.69","1.09B","-0.34%"
"06.07.2020","1,577.15","1,555.14","1,577.15","1,554.97","1.03B","1.60%"
"03.07.2020","1,552.33","1,550.38","1,552.75","1,539.67","982.46M","0.62%"
"02.07.2020","1,542.76","1,543.62","1,551.36","1,536.11","1.36B","0.27%"
"01.07.2020","1,538.61","1,562.30","1,563.10","1,533.94","1.18B","-1.29%"
"30.06.2020","1,558.77","1,570.28","1,573.90","1,557.66","1.24B","0.62%"
"29.06.2020","1,549.22","1,560.19","1,562.06","1,547.80","1.25B","-1.78%"
"26.06.2020","1,577.37","1,571.41","1,582.17","1,570.15","1.14B","0.99%"
"25.06.2020","1,561.85","1,564.96","1,572.25","1,556.36","1.31B","-1.18%"
"24.06.2020","1,580.50","1,583.31","1,586.57","1,577.23","1.17B","-0.42%"
"23.06.2020","1,587.14","1,588.99","1,597.23","1,569.75","1.19B","0.51%"
"22.06.2020","1,579.09","1,577.00","1,587.10","1,574.57","936.21M","-0.23%"
"19.06.2020","1,582.80","1,588.64","1,588.64","1,574.93","1.56B","-0.02%"
"18.06.2020","1,583.09","1,581.18","1,586.31","1,566.56","1.11B","-0.25%"
"17.06.2020","1,587.09","1,591.67","1,593.43","1,579.45","1.18B","-0.40%"
"16.06.2020","1,593.45","1,555.04","1,597.58","1,554.35","1.55B","4.09%"
"15.06.2020","1,530.78","1,562.32","1,573.72","1,530.78","1.36B","-2.54%"
"12.06.2020","1,570.68","1,560.74","1,574.57","1,540.98","1.90B","-1.15%"
"11.06.2020","1,588.92","1,609.01","1,614.88","1,588.22","1.68B","-2.20%"
"10.06.2020","1,624.71","1,618.53","1,629.35","1,616.04","1.26B","-0.23%"
"09.06.2020","1,628.43","1,629.78","1,633.40","1,617.74","1.52B","-0.14%"
"08.06.2020","1,630.72","1,628.61","1,630.72","1,619.17","1.70B","1.13%"
"05.06.2020","1,612.48","1,599.56","1,612.48","1,596.38","1.39B","0.54%"
"04.06.2020","1,603.82","1,614.49","1,615.00","1,590.22","1.52B","0.30%"
"03.06.2020","1,599.08","1,606.29","1,611.40","1,588.88","1.55B","0.72%"
"02.06.2020","1,587.68","1,576.77","1,592.79","1,573.77","1.34B","1.21%"
"01.06.2020","1,568.75","1,563.81","1,573.47","1,561.34","1.20B","0.32%"
"29.05.2020","1,563.67","1,566.67","1,576.27","1,561.37","2.38B","-0.87%"
"28.05.2020","1,577.34","1,562.08","1,578.50","1,555.31","2.09B","1.80%"
"27.05.2020","1,549.47","1,535.42","1,550.96","1,529.64","1.76B","0.96%"
"26.05.2020","1,534.73","1,513.49","1,537.48","1,512.15","1.47B","2.17%"
"25.05.2020","1,502.20","1,495.09","1,502.20","1,491.21","1.00B","1.65%"
"22.05.2020","1,477.80","1,492.21","1,495.23","1,474.20","1.23B","-0.90%"
"21.05.2020","1,491.21","1,499.65","1,501.43","1,487.74","1.15B","-0.23%"
"20.05.2020","1,494.69","1,483.35","1,498.76","1,483.19","1.21B","0.58%"
"19.05.2020","1,486.05","1,480.63","1,491.09","1,479.83","1.59B","1.83%"
"18.05.2020","1,459.29","1,457.78","1,463.07","1,450.35","1.21B","0.38%"
"15.05.2020","1,453.77","1,459.33","1,461.90","1,441.00","1.29B","0.50%"
"14.05.2020","1,446.55","1,464.99","1,467.42","1,446.55","1.33B","-1.91%"
"13.05.2020","1,474.69","1,462.78","1,477.97","1,459.48","1.32B","-0.14%"
"12.05.2020","1,476.72","1,480.47","1,482.98","1,474.30","1.24B","-0.26%"
"11.05.2020","1,480.62","1,468.83","1,484.81","1,466.95","1.31B","1.53%"
"08.05.2020","1,458.28","1,442.80","1,458.28","1,441.31","1.37B","2.21%"
"07.05.2020","1,426.73","1,419.92","1,427.81","1,418.88","1.35B","-0.32%"
"01.05.2020","1,431.26","1,452.46","1,453.93","1,424.93","1.36B","-2.24%"
"30.04.2020","1,464.03","1,470.57","1,478.84","1,464.02","1.72B","1.03%"
"28.04.2020","1,449.15","1,446.06","1,450.18","1,438.54","1.23B","0.13%"
"27.04.2020","1,447.25","1,428.44","1,449.29","1,427.24","1.25B","1.83%"
"24.04.2020","1,421.29","1,419.64","1,422.47","1,410.58","1.33B","-0.33%"
"23.04.2020","1,425.98","1,415.38","1,425.98","1,411.52","1.17B","1.36%"
"22.04.2020","1,406.90","1,405.62","1,412.45","1,392.58","1.25B","-0.63%"
"21.04.2020","1,415.89","1,420.33","1,427.35","1,410.40","1.28B","-1.15%"
"20.04.2020","1,432.41","1,432.79","1,439.16","1,430.34","1.07B","-0.70%"
"17.04.2020","1,442.54","1,438.37","1,456.04","1,431.53","1.41B","1.43%"
"16.04.2020","1,422.24","1,416.83","1,424.65","1,407.92","1.30B","-0.82%"
"15.04.2020","1,434.07","1,430.08","1,439.54","1,424.00","1.49B","0.04%"
"14.04.2020","1,433.51","1,409.99","1,436.30","1,406.67","1.31B","1.96%"
"13.04.2020","1,405.91","1,419.67","1,423.62","1,404.52","1.06B","-1.69%"
"10.04.2020","1,430.04","1,417.05","1,431.40","1,399.82","1.37B","0.92%"
"09.04.2020","1,416.98","1,424.40","1,424.40","1,400.28","1.37B","-0.60%"
"08.04.2020","1,425.47","1,408.61","1,431.90","1,393.50","1.68B","1.59%"
"07.04.2020","1,403.21","1,397.71","1,415.09","1,375.38","1.70B","1.96%"
"06.04.2020","1,376.30","1,328.43","1,383.10","1,325.41","1.68B","3.86%"
"03.04.2020","1,325.13","1,335.82","1,349.53","1,314.11","1.50B","-0.36%"
"02.04.2020","1,329.87","1,339.19","1,347.34","1,326.74","1.64B","-1.57%"
"01.04.2020","1,351.08","1,388.66","1,396.74","1,339.30","1.66B","-3.70%"
"31.03.2020","1,403.04","1,436.40","1,440.38","1,399.06","1.86B","-2.26%"
"30.03.2020","1,435.54","1,418.07","1,435.54","1,392.23","1.92B","-1.64%"
"27.03.2020","1,459.49","1,424.92","1,459.49","1,417.45","2.37B","4.30%"
"26.03.2020","1,399.32","1,404.80","1,411.65","1,381.01","2.05B","-1.78%"
"25.03.2020","1,424.62","1,357.12","1,424.62","1,356.75","2.28B","6.87%"
"24.03.2020","1,333.10","1,311.83","1,336.27","1,308.36","2.26B","3.18%"
"23.03.2020","1,292.01","1,278.86","1,296.98","1,261.62","2.70B","0.68%"
"19.03.2020","1,283.22","1,289.80","1,313.07","1,272.98","3.02B","0.97%"
"18.03.2020","1,270.84","1,279.27","1,313.83","1,269.38","2.72B","0.19%"
"17.03.2020","1,268.46","1,216.92","1,280.63","1,199.25","3.07B","2.60%"
"16.03.2020","1,236.34","1,268.39","1,288.47","1,231.67","2.35B","-2.01%"
"13.03.2020","1,261.70","1,300.31","1,304.23","1,202.94","3.46B","-4.98%"
"12.03.2020","1,327.88","1,360.61","1,363.48","1,313.15","2.58B","-4.13%"
"11.03.2020","1,385.12","1,403.11","1,422.01","1,384.23","2.00B","-1.53%"
"10.03.2020","1,406.68","1,371.74","1,414.85","1,330.99","2.57B","1.28%"
"09.03.2020","1,388.97","1,442.62","1,443.16","1,378.43","2.52B","-5.61%"
"06.03.2020","1,471.46","1,492.34","1,493.57","1,464.55","1.75B","-2.92%"
"05.03.2020","1,515.71","1,522.23","1,522.23","1,508.27","1.38B","0.88%"
"04.03.2020","1,502.50","1,488.93","1,513.64","1,485.11","1.51B","-0.17%"
"03.03.2020","1,505.12","1,547.29","1,551.99","1,505.12","1.76B","-1.36%"
"02.03.2020","1,525.87","1,488.96","1,541.67","1,488.89","2.04B","0.99%"
"28.02.2020","1,510.87","1,537.61","1,538.54","1,500.87","2.42B","-3.65%"
"27.02.2020","1,568.06","1,594.22","1,595.23","1,561.25","1.81B","-2.37%"
"26.02.2020","1,606.17","1,602.49","1,608.86","1,587.35","1.68B","-0.75%"
"25.02.2020","1,618.26","1,641.63","1,641.66","1,603.12","1.78B","-3.33%"
"21.02.2020","1,674.00","1,673.01","1,684.50","1,672.95","1.16B","-0.03%"
"20.02.2020","1,674.48","1,686.25","1,692.55","1,672.38","1.17B","0.16%"
"19.02.2020","1,671.86","1,674.38","1,678.02","1,667.91","1.13B","0.37%"
"18.02.2020","1,665.71","1,678.87","1,680.43","1,661.67","1.15B","-1.31%"
"17.02.2020","1,687.77","1,688.24","1,690.16","1,676.70","1.17B","-0.89%"
"14.02.2020","1,702.87","1,704.04","1,704.70","1,698.36","1.35B","-0.60%"
"13.02.2020","1,713.08","1,715.60","1,717.10","1,708.98","1.24B","-0.34%"
"12.02.2020","1,718.92","1,721.26","1,721.92","1,710.68","1.40B","-0.04%"
"10.02.2020","1,719.64","1,717.67","1,726.08","1,716.37","1.16B","-0.72%"
"07.02.2020","1,732.14","1,739.28","1,740.09","1,728.35","1.26B","-0.28%"
"06.02.2020","1,736.98","1,722.95","1,744.43","1,722.28","1.65B","2.07%"
"05.02.2020","1,701.83","1,701.79","1,706.69","1,696.03","1.33B","1.04%"
"04.02.2020","1,684.24","1,667.25","1,685.96","1,666.59","1.28B","0.69%"
"03.02.2020","1,672.66","1,660.66","1,677.23","1,656.33","1.36B","-0.70%"
"31.01.2020","1,684.44","1,684.52","1,699.19","1,683.34","1.38B","0.58%"
"30.01.2020","1,674.77","1,693.65","1,695.79","1,667.30","1.37B","-1.48%"
"29.01.2020","1,699.95","1,695.65","1,700.30","1,689.76","1.03B","0.45%"
"28.01.2020","1,692.28","1,687.53","1,695.72","1,684.75","1.17B","-0.60%"
"27.01.2020","1,702.57","1,702.98","1,708.95","1,697.17","1.18B","-1.61%"
"24.01.2020","1,730.44","1,733.72","1,733.95","1,726.32","965.45M","0.00%"
"23.01.2020","1,730.50","1,733.71","1,736.92","1,729.20","1.05B","-0.78%"
"22.01.2020","1,744.13","1,732.48","1,744.82","1,732.26","1.00B","0.53%"
"21.01.2020","1,734.97","1,743.78","1,744.46","1,732.15","912.59M","-0.53%"
"20.01.2020","1,744.16","1,741.04","1,745.95","1,740.78","821.12M","0.50%"
"17.01.2020","1,735.44","1,737.23","1,737.66","1,732.88","1.08B","0.39%"
"16.01.2020","1,728.72","1,733.27","1,733.87","1,726.71","1.03B","-0.14%"
"15.01.2020","1,731.06","1,733.79","1,738.45","1,727.37","1.12B","-0.54%"
"14.01.2020","1,740.53","1,740.91","1,742.05","1,734.83","1.23B","0.31%"
"10.01.2020","1,735.16","1,734.22","1,739.38","1,731.27","1.09B","0.35%"
"09.01.2020","1,729.05","1,722.19","1,731.67","1,721.04","1.15B","1.63%"
"08.01.2020","1,701.40","1,701.87","1,706.52","1,683.76","1.45B","-1.37%"
"07.01.2020","1,725.05","1,705.54","1,726.28","1,705.23","1.16B","1.62%"
